1248,89
1496,89
1496,89
1560,86
1560,89
1461,90
1461,90
1560,87
1248,89
1598,89
1598,89
1499,89
1499,82
1499,84
1499,82
1499,82
1499,88
1499,88
1499,88
1499,88
1499,89
1461,89
1461,89
1496,89
1461,85
1560,90
1560,79
1560,90
1560,79
1560,82
1560,84
1560,90
1560,85
1560,88
1461,90
1461,85
1461,82
1461,85
1461,84
1598,90
1598,90
1364,89
1248,87
1248,87
1248,87
1248,89
1248,87
1969,89
1598,99
1598,99
1598,97
1598,97
1598,98
1598,99
1598,99
1598,97
1598,97
1598,98
1598,99
1598,99
1598,99
1968,99
1496,96
1496,94
1995,99
1496,94
1496,96
1995,99
1496,99
1995,99
1560,95
1560,92
1560,93
1560,95
1560,98
1560,95
1560,100
1560,100
1560,98
1560,95
1560,99
1560,100
1560,100
1560,100
1560,100
1560,99
1560,100
1461,98
1560,94
1560,92
1560,94
1560,100
1248,100
1248,99
1598,98
1248,99
1598,98
1499,98
1499,98
1499,98
1499,98
1499,99
1499,94
1499,94
1499,94
1499,94
1499,99
1499,99
1499,99
1499,99
1499,99
1499,99
1499,99
1499,99
1499,99
1499,99
1499,99
1499,99
1499,99
1499,94
1499,99
1499,94
1499,99
1597,94
1597,98
1597,99
1582,99
1582,99
1999,99
1582,94
1582,99
1582,99
1396,92
1396,92
1396,98
1582,99
1396,98
1499,99
1499,99
1461,98
2143,99
1461,98
2143,99
1496,92
1496,98
1496,95
1496,99
1496,92
1496,95
1496,99
1496,97
1496,92
1496,94
1496,99
1496,100
1461,97
1461,92
1461,93
1461,93
1461,94
1461,98
1461,99
1560,94
1560,94
1560,96
1560,95
1560,98
1560,99
1560,97
1560,96
1560,97
1560,94
1560,96
1560,99
1560,100
1461,99
1461,99
1461,98
1461,95
1461,95
1461,98
1461,99
1461,95
1461,92
1461,92
1461,94
1461,99
1461,99
1461,96
1461,98
1461,99
1461,93
1461,93
1461,96
1461,97
1461,99
1461,100
1461,94
1422,100
1422,95
1422,93
1422,100
1422,99
1598,99
1598,99
1598,99
1598,99
1598,100
1364,100
1364,92
1364,92
1598,97
1598,97
1598,97
1598,97
1598,97
1598,97
1598,97
1598,92
1248,99
1248,100
1248,99
1248,96
1248,100
1248,100
1598,96
1598,95
1422,97
1422,97
1422,97
1422,97
1969,99
1969,96
1969,99
1969,99
1969,99
1969,94
1969,99
1969,94
1969,96
1969,99
2143,109
2143,109
1956,110
1598,102
1598,101
1598,106
1598,102
1598,101
1598,106
1598,110
1968,110
1598,106
1598,108
1598,109
1598,103
1598,106
1598,107
1968,105
1968,108
1968,109
1598,107
1598,108
1598,105
1598,106
1968,107
1968,108
1968,110
1598,107
1598,108
1598,103
1598,106
1598,107
1968,105
1968,108
1968,109
1968,104
1968,108
1968,104
1968,110
1968,106
1968,106
1968,106
1968,109
1968,103
1968,101
1968,107
1968,102
1968,107
1968,103
1968,109
2967,109
1968,106
1968,105
1968,109
1968,108
1968,106
1968,110
1968,110
1598,109
1496,103
1496,103
1496,106
1496,107
1995,104
1995,105
1995,109
1995,110
1995,109
1496,103
1496,103
1496,106
1496,107
1995,104
1995,105
1995,109
1995,110
1995,109
1496,103
1496,108
1496,104
1995,109
1995,109
1995,109
1995,108
1995,104
1995,107
1496,108
1496,109
1995,109
1995,109
1995,109
1995,104
1995,108
1995,102
1995,104
1995,107
1995,109
1995,110
1995,106
1995,106
1995,110
1995,109
1995,108
1995,109
1560,109
1560,101
1560,104
1560,103
1997,105
1560,106
1560,105
1560,106
1560,103
1560,103
1560,105
1560,108
1997,103
1560,103
1560,108
1560,104
1560,108
1248,107
1598,109
1248,104
1248,107
1248,107
1248,104
1248,106
1248,109
1248,106
1248,103
1248,106
1499,105
1499,109
1499,105
1997,105
1997,105
1999,110
1999,110
1997,105
1997,105
1999,110
1999,110
1997,109
1997,109
1997,107
1997,109
1997,109
1997,107
1499,104
1597,108
1597,104
1396,106
1582,109
1685,110
1461,103
1461,108
1461,109
1461,102
2143,109
1999,106
1999,109
1999,109
1999,109
1999,104
1685,109
1396,109
1582,103
1582,103
1582,103
1582,102
1582,102
1582,103
1582,102
1582,103
1582,102
1396,109
1396,109
1582,102
1582,109
1582,102
1582,109
1582,102
1582,102
1582,102
1582,109
1582,102
1582,109
1582,102
1685,110
1685,110
1582,103
1582,103
1582,102
1582,103
1582,102
1999,109
1499,105
2191,104
2191,107
2191,107
2191,110
1461,101
1461,102
1461,101
1461,102
2143,106
2143,103
2143,103
2143,107
1461,101
1461,102
1461,101
1461,102
2143,106
2143,103
2143,103
2143,107
1461,104
1461,104
1461,106
1461,107
1461,106
1461,107
2143,104
2143,109
2143,106
2143,106
2143,107
2143,108
2143,108
1461,104
1461,104
1461,106
1461,107
1461,106
1461,107
2143,104
2143,109
2143,106
2143,106
2143,107
2143,108
2143,108
2143,106
2143,106
2143,109
2143,109
2143,106
1598,109
2143,108
2143,108
1598,109
2143,106
2143,108
1598,101
1598,101
1598,106
1598,110
2143,103
2143,109
2143,103
2143,109
2143,110
2143,109
2143,109
1598,101
1598,101
1598,106
1598,110
2143,103
2143,109
2143,103
2143,110
2143,105
2143,109
2143,106
2143,105
2143,109
2143,106
2143,106
2143,108
2143,106
2143,108
1950,109
1950,109
1950,102
1950,105
1950,102
1950,105
2143,108
2143,110
2143,108
2143,110
2143,108
2143,110
2143,108
2143,110
1995,104
1995,106
1995,107
1995,109
1496,102
1995,107
1995,109
1995,109
1995,109
1995,109
1496,104
1496,102
1496,107
1496,104
1496,109
1496,104
1496,105
1496,109
1461,104
1461,107
1461,101
1461,103
1560,101
1997,108
1997,105
1997,102
1997,105
1997,103
1560,102
1997,109
1997,110
1560,103
1560,109
1560,104
1560,108
1560,105
1560,102
1997,102
1997,109
1560,108
1997,110
1560,109
1560,109
1461,101
1461,105
1461,104
1461,104
1461,103
1461,103
1461,101
1598,104
1598,106
1461,104
1598,104
1461,104
1461,104
1461,101
1598,104
1598,106
1461,104
1461,105
1422,104
1422,104
1422,102
1598,109
1598,108
1598,105
1598,106
1598,105
1598,108
1598,109
1598,108
1422,106
1422,103
1598,109
1422,110
1422,104
1422,104
1422,105
1422,104
1422,104
1422,105
1598,102
1598,101
1968,106
1968,107
1598,102
1968,106
1968,107
1422,106
1422,105
1598,109
1422,106
1422,105
1598,109
1598,102
1598,101
1598,110
1598,110
1598,106
1364,106
1364,106
1598,108
1598,110
1598,108
1598,110
1598,108
1598,109
1598,109
1598,109
1598,110
1598,104
1598,103
1598,103
1598,103
1598,109
1598,109
1598,104
1598,104
1598,104
1598,104
1598,104
1598,104
1598,104
1598,109
1598,109
1598,109
1598,104
1598,109
1598,106
1598,109
1598,109
1598,109
1598,109
1598,109
1598,106
1598,106
1598,106
1598,105
1598,102
1598,102
1968,109
1968,109
1598,106
1598,103
1598,103
1598,109
1598,106
1598,106
1598,106
1598,106
1598,106
1598,106
1598,110
1598,110
1968,109
1968,107
1968,107
1598,107
1598,104
1598,104
1598,110
1598,107
1598,107
1968,110
1968,110
1598,107
1598,104
1598,104
1598,109
1598,104
1598,104
1968,109
1968,109
1968,109
1968,109
1968,109
1968,109
1968,109
1968,109
1968,109
1969,110
1969,102
1969,110
1969,102
1969,102
1969,105
1969,102
1969,105
1969,102
1969,102
1969,101
1969,101
1969,104
1969,105
1969,109
1969,104
1969,104
1969,104
1969,101
1969,108
1969,102
1969,110
1969,104
1969,101
1498,108
1969,102
1969,108
1969,109
1969,104
1969,101
1969,105
1969,104
1969,104
1969,108
1969,104
1969,108
1969,104
1956,113
1598,113
1598,114
1968,113
1968,114
1968,117
1968,120
1968,123
1968,124
1968,127
1968,122
1968,123
1968,124
1968,128
1968,129
1968,116
1968,119
1968,120
1968,117
1968,118
1968,125
1968,126
1968,127
1968,129
1968,118
1968,119
1968,121
1968,117
1968,118
1968,119
1968,125
1968,126
1968,128
1968,127
1968,129
1968,116
1968,119
1968,120
1968,117
1968,118
1968,125
1968,126
1968,127
1968,129
1968,128
1968,111
1968,116
1968,112
1968,115
1968,116
1968,121
1968,113
1968,116
1968,111
1968,112
1968,116
1968,120
1968,123
2967,114
2967,117
2967,121
2967,123
2967,126
2967,129
1968,111
1968,112
1968,113
1968,118
1968,111
1968,113
1968,114
1968,118
1968,121
2967,114
2967,117
2967,119
2967,123
2967,127
1968,118
1968,122
1968,124
1968,122
1968,127
1968,128
2967,128
1968,113
1968,118
1968,111
1968,113
1968,114
1968,118
1968,121
1968,111
1968,111
2967,119
2967,123
2967,127
1968,115
1968,119
1968,112
1968,114
1968,113
1968,112
1968,117
1968,121
1968,124
2967,119
2967,124
2967,125
1968,118
1968,119
1968,121
1968,124
1968,114
1968,115
1968,118
1968,121
2967,119
2967,120
2967,124
1968,128
1968,129
1968,113
1968,114
1968,116
1968,119
1968,113
1968,116
2967,115
2967,117
2967,120
2967,122
2967,126
2967,126
1598,114
1598,118
1598,120
1598,113
1598,114
1968,125
1968,129
1968,117
1968,119
1968,124
1968,129
1968,124
1968,129
1995,114
1995,114
1995,114
1995,118
1995,121
1995,114
1995,114
1995,114
1995,118
1995,119
1995,124
1995,121
1995,113
1995,117
1995,124
1995,129
1995,114
1995,114
1995,112
1995,115
1995,116
1995,119
1995,122
1995,127
1995,113
1995,121
1995,117
1995,124
1995,128
1995,116
1995,122
1995,118
1995,124
1995,113
1995,113
1995,116
1995,111
1995,112
1995,115
1995,119
1995,124
1995,121
1496,114
1496,111
1995,115
1995,115
1995,119
1995,119
1995,119
1995,119
1995,124
1995,124
1995,129
1995,117
1995,121
1995,119
1995,123
1995,118
1995,125
1995,120
1995,127
1995,124
1995,126
1995,113
1995,113
1995,111
1995,111
1995,116
1995,116
1995,111
1995,111
1995,116
1995,116
1995,113
1995,118
1995,119
1995,123
1995,126
1995,122
1995,129
1995,125
1995,116
1995,116
1995,120
1995,120
1995,114
1995,117
1995,119
1995,122
1995,114
1995,118
1995,119
1995,123
1995,116
1995,118
1995,111
1995,114
1995,124
1995,128
1995,129
1995,116
1995,127
1995,124
1995,117
1995,118
1995,111
1995,114
1995,119
1995,117
1995,117
1995,125
1995,125
1995,124
1995,129
1995,112
1995,114
1995,116
1995,118
1995,111
1995,114
1995,119
1995,118
1995,121
1995,126
1995,129
1995,114
1995,115
1995,119
1995,120
1995,124
1995,114
1995,114
1995,119
1995,119
1995,124
1995,123
1995,129
1995,128
1995,114
1995,119
1995,124
2993,124
1995,118
1995,122
1995,123
1995,127
1995,128
1995,118
1995,122
1995,123
1995,127
1995,128
1995,129
2993,124
2993,129
2993,127
1995,114
1995,114
1995,119
1995,124
1995,124
1995,129
1995,129
1995,127
1995,128
1995,129
1995,129
1995,129
1598,115
1598,118
1560,113
1560,113
1997,111
1997,115
1997,111
1997,115
1461,115
1461,123
1461,116
1560,111
1997,111
1997,115
1560,111
1997,115
1997,113
1997,117
1997,114
1956,130
1598,112
1598,114
1598,112
1248,119
1248,117
1997,114
1997,124
1499,115
1997,114
1997,124
1499,115
1499,115
1997,115
1997,115
1999,119
1999,119
1997,115
1997,115
1999,119
1999,119
1997,129
1997,129
1997,129
1997,129
1997,129
1997,129
1499,113
1499,119
1997,119
1997,129
1499,113
1499,124
1997,119
1997,129
1499,124
1499,129
1499,115
1499,119
1499,129
1499,124
1499,115
1499,119
1499,129
1499,115
1499,124
1997,122
1499,115
1499,124
1997,122
1997,112
1997,123
1997,127
1997,120
1997,124
1997,117
1997,123
1997,115
1997,120
1997,129
1997,124
1997,115
1997,126
1997,112
1997,124
1997,127
1997,119
1997,126
1997,117
1997,124
1997,130
1997,112
1997,123
1997,127
1997,120
1997,124
1997,117
1997,123
1997,115
1997,120
1997,129
1997,124
1997,115
1997,126
1997,112
1997,124
1997,127
1997,119
1997,126
1997,117
1997,124
1997,130
1997,129
1997,129
1997,129
1997,129
1997,129
1997,129
1997,129
1997,129
1499,124
1499,129
1499,115
1499,119
1499,129
1499,120
1499,111
1499,115
1499,129
1597,115
1597,119
1597,129
1582,112
1685,129
1685,114
1685,123
1582,115
1685,129
1685,119
1995,126
1461,111
1461,113
2143,115
2143,116
2143,122
2143,127
2143,129
2143,114
2143,119
2143,118
2143,123
2143,124
2143,128
1999,129
1999,126
1999,129
1999,111
1999,123
1999,114
1999,114
1999,129
1685,127
1685,127
1685,118
1685,127
1685,118
1685,116
1685,116
1685,113
1685,120
1685,113
1685,120
1582,127
1582,130
1582,130
1582,128
1582,128
1685,119
1685,119
1685,129
1685,119
1685,129
1685,119
1396,115
1582,115
1582,115
1396,115
1999,129
1999,125
1999,129
1999,113
1499,123
2191,119
1499,114
2191,127
2191,127
2191,119
2191,127
2191,129
2191,116
2191,121
2191,129
2143,111
2143,111
2143,124
2143,111
2143,111
2143,124
2143,112
2143,112
2143,130
2143,130
2143,112
2143,112
2143,130
2143,130
2143,130
2143,116
2143,121
2143,119
2143,123
2143,124
2143,126
2143,121
2143,123
2143,124
2143,121
2143,126
2143,121
2143,126
2143,130
2143,116
2143,121
2143,119
2143,126
2143,126
2143,121
2143,126
2143,122
2143,127
2143,113
2143,116
2143,124
2143,122
2143,127
2143,112
2143,116
2143,112
2143,117
2143,124
2143,115
2143,120
